Date,AMD,BA,DD,GOOG,INTC,MRK,NKE,PFE,VZ
2013-12-31,,,,,,,,,
2014-01-02,-0.020253164557,-0.00131698675959,0.0197771429761,0.00681866204607,0.0065916115741,0.0113153659535,0.00511248995823,0.00558109839726,0.00285714557332
2014-01-03,-0.0125,-0.00690304707001,-0.001097496081,0.00734845612067,0.000387919178736,-0.00482602052676,0.00269125903481,-0.00196595189405,0.0119785427305
2014-01-06,-0.0314769975787,-0.00570773705214,0.0130240967829,-0.0110264329167,0.0125688038432,-0.000201089646287,0.00774891807919,-0.000981975320248,-0.00554527568543
2014-01-07,-0.011961722488,-0.0149454950105,0.0101074794394,-0.0189135698716,-0.00508014090061,-0.00738372893939,-0.000774270656021,-0.00618088930035,-0.0123732498578
2014-01-08,0.0,-0.00220148562263,-0.0126722836342,-0.00207675717113,0.00629175206655,0.00642698280767,0.00518875623055,-0.00678516366829,0.00556700985683
2014-01-09,0.0220048899756,-0.0092168946749,-0.0126680533963,0.0097236110412,0.00474126130826,0.00545234847184,0.0,0.000646630574363,0.0210526315789
2014-01-10,-0.0191846522782,0.00162093811289,0.00629520447902,5.31241738539e-05,-0.00861737250976,-0.00721733656261,0.00221008111648,0.00782014218684,-0.0052356135229
2014-01-13,0.00968523002421,0.00852876181056,0.0140440521352,0.0064114948983,0.00117649403349,-0.0609939429502,0.0231444261377,0.0049115547242,0.0153094071336
2014-01-14,-0.0395348837209,0.00492823826709,-0.0140047018601,-0.0229859641166,-0.0380988477767,0.00226414219349,0.000133050616236,-0.0148386761939,-0.00106208496503
2014-01-15,-0.0380313199105,-0.00433793571564,-0.00282442448754,0.000679086092279,-0.00599922231484,0.00913936047446,-0.00344692972564,-0.00577294388083,-0.0246529716623
2014-01-16,0.0205479452055,0.00292410556561,-0.00406319798964,-0.00657306878419,0.00489821606709,0.000380954314088,0.00855726989469,0.000320825851152,-0.00535747112188
2014-01-17,0.0478468899522,-0.00177986974951,-0.000468514865313,0.00494550205466,0.0266924905413,0.010587094585,0.0190762121148,0.00257317638692,0.00372286154274
2014-01-21,0.00239808153477,-0.00854091167815,0.00455042172844,-0.011317375511,0.0101602399059,0.00231525241416,-0.00488137892113,-0.00448282898696,0.0136267904275
2014-01-22,0.136239782016,-0.0187019313736,0.011266254091,-0.00113302121684,0.0110628442154,0.00934766212529,0.00340136728362,-0.00127923400072,0.00781741394061
2014-01-23,0.0138121546961,0.0216545027154,0.0205668055706,0.00424100029926,0.00716276880701,-0.00484494441605,0.0105870489406,0.00838440650289,-0.0110739247647
2014-01-24,0.0432276657061,0.0341017505899,0.0296814658458,0.0322736400891,0.0128980088092,-0.00731054120597,0.015073315138,0.0305749446098,0.00482886660044
2014-01-27,0.0175953079179,-0.00516894907871,-0.00448203952214,0.0205225265675,0.00364076259333,-0.0104701792295,-0.00347705828482,0.0144976637472,-0.00125806652364
2014-01-28,-0.0367231638418,0.00196953606642,0.0112472501581,-0.0193943623922,-0.00722893060265,-0.00643088064572,-0.0111401138461,-0.0249835632116,0.00696786869848
2014-01-29,0.0172413793103,0.0563260757681,-0.0187777576806,0.0145358202491,0.00891407524593,0.0126412592426,0.0130974186099,0.0102955493729,-0.00691965346172
2014-01-30,0.0,0.0256856113737,-0.013487200206,-0.0250750503194,-0.00242518402195,-0.0242945082293,-0.0293481926871,-0.0230369654781,0.0012596512487
2014-01-31,0.0145772594752,0.0101388807876,0.00868713522787,-0.0385953898031,0.00814988825293,0.0101943794874,0.0149623127304,0.0138158081806,-0.00812158985705
2014-02-03,0.03003003003,0.0177120559793,0.0170027814326,0.0419434373337,0.0246346833254,0.0170890975556,0.0277934503155,-0.00653596986825,0.0346908024276
2014-02-04,-0.0118694362018,0.00852180429258,-0.0262943891855,-0.00415578061796,0.00545763246015,-0.0267239128789,0.005247439377,-0.0267175584325,-0.0087569260772
2014-02-05,0.0181268882175,0.00527182834364,-0.00468502151626,-0.00440873013245,0.00318872111477,-0.000373644240232,-0.00127473547844,0.0172919984607,0.00278433675571
2014-02-06,-0.0293255131965,-0.0103529575532,-0.0168360470322,-0.0144487504523,-0.0195914494585,-0.00446347810822,-0.012725543117,-0.00616087154077,0.000214194890226
2014-02-07,-0.0172910662824,-0.0342465619795,-0.00772265701479,-0.0148457240823,-0.00908713709145,-0.0182581652134,-0.0162333297741,-0.0121716639947,-0.00277722220729
2014-02-10,-0.0440771349862,-0.00110102503739,0.0,0.00384507686679,-0.00329360557057,-0.00218618211642,0.000275255667128,-0.00794407179503,-0.00213170419343
2014-02-11,-0.0189189189189,-0.023048561885,-0.0130657387064,-0.0144936773862,-0.00735587316307,-0.0145422062084,-0.0177075525068,-0.0128607034156,-0.00635456736839
2014-02-12,0.00271002710027,0.0101459415239,0.00519609951079,0.00294102486499,-0.00325868110709,0.0127272787643,-0.00175409292732,0.00854156195826,-0.00337766153153
2014-02-13,-0.0027027027027,-0.0105791120401,-0.00734609481823,-0.0110093306735,-0.00607289999495,-0.00181485231086,-0.0101509666054,-0.00283913756662,0.00126817139115
2014-02-14,0.00271002710027,-0.00507070657561,-0.00806202727905,-0.00241103264266,-0.00242328203633,-0.00613274875122,-0.00266414710475,-0.00751408818144,0.0172006780211
2014-02-18,-0.0027027027027,-0.00359795964758,-0.00324521363275,-0.0066728148436,0.0,-0.00448913994788,-0.00186144519481,0.00188211646507,0.0115267322807
2014-02-19,-0.00537634408602,0.017446885941,0.00700277855223,0.00710277157824,0.0106122838916,0.0118095553644,0.00521250718808,0.0127064568187,-0.0118203241126
2014-02-20,0.00813008130081,-0.00903055221329,-0.0166793556391,-0.00146989324612,-0.00970087876842,-0.013796822706,-0.0100556082395,-0.00221869045298,-0.033042409154
2014-02-21,0.0,0.00997816529287,0.00739930104463,0.000265759839987,0.0131039840765,-0.00392643047064,-0.0117677838084,0.0028607967872,0.0179817807016
2014-02-24,-0.00539083557951,-0.0101087871609,0.00449059828834,-0.00719164407037,-0.0085261461396,-0.00267000290032,-0.0174716531855,-0.0165677029698,0.0224962373524
2014-02-25,0.00542005420054,0.0221643563479,-0.00523715400492,-0.00613934894182,0.000406112276608,0.00482919514401,-0.00345673241678,0.00313579872393,-0.0012962103665
